,BEER,NONALCOHOL,BURGER,HOTDOG,TW1,TW2,TW3
2736,4,6,2,4,0,1,1
2737,12,4,0,2,0,1,1
2738,6,4,0,0,1,1,1
2739,10,0,0,2,0,1,1
2740,4,10,2,2,1,0,1
2741,10,6,2,6,0,0,1
2742,8,4,2,4,1,1,1
2743,10,0,0,0,0,1,0
2744,6,6,2,4,0,1,1
2745,12,4,0,4,1,1,1
2746,10,4,0,0,0,1,1
2747,10,0,4,0,0,0,1
2748,6,0,2,0,0,1,1
2749,12,10,0,2,0,1,1
2750,8,0,0,4,1,1,1
2751,10,4,2,2,1,0,1
2752,8,6,4,0,1,0,1
2753,12,8,2,0,0,1,1
2754,12,0,0,4,1,1,1
2755,10,6,2,0,0,1,0
2756,10,4,6,0,1,1,1
2757,12,4,0,6,1,1,1
2758,10,6,0,0,0,1,0
2759,2,4,2,2,0,1,1
2760,6,4,2,4,1,0,1
2761,10,0,6,0,0,1,1
2762,6,0,2,4,1,1,1
2763,4,4,4,2,0,0,1
2764,6,6,0,2,1,1,1
2765,2,0,2,2,1,1,1
2766,12,0,2,2,0,1,1
2767,12,6,2,6,0,1,1
2768,6,6,0,0,1,1,0
2769,0,2,0,0,1,1,0
2770,12,0,0,2,1,1,1
2771,8,2,4,2,1,1,1
2772,10,4,4,4,1,1,0
2773,10,4,0,0,1,0,1
2774,8,0,4,6,1,1,1
2775,2,8,2,2,1,1,1
2776,10,4,2,2,0,1,1
2777,2,2,2,4,1,1,1
2778,12,4,0,6,0,1,1
2779,6,2,0,2,0,0,1
2780,10,2,0,2,1,1,1
2781,4,4,2,0,0,1,1
2782,12,4,0,2,0,0,1
2783,8,6,2,4,0,0,1
2784,10,4,4,2,1,1,1
2785,4,4,6,6,0,1,0
2786,12,0,4,2,1,1,1
2787,10,2,0,0,1,1,1
2788,10,4,0,4,1,1,1
2789,2,0,0,4,0,1,1
2790,10,4,0,2,0,1,1
2791,8,0,0,6,1,1,1
2792,12,4,4,0,0,0,1
2793,12,4,2,4,0,1,1
2794,10,4,4,2,0,1,1
2795,6,4,0,4,0,1,0
2796,2,6,2,2,1,1,1
2797,12,2,0,2,0,1,1
2798,10,6,0,0,0,1,1
2799,12,4,0,2,1,1,0
2800,8,4,4,0,0,1,1
2801,6,4,0,0,1,0,1
2802,10,12,0,0,1,1,1
2803,6,12,4,0,0,1,1
2804,12,6,4,0,1,1,1
2805,4,8,0,2,0,0,1
2806,8,0,4,2,0,1,1
2807,10,4,2,2,1,1,1
2808,2,0,0,0,1,1,1
2809,8,4,0,2,1,1,1
2810,10,0,0,0,0,0,1
2811,8,6,2,4,1,1,1
2812,0,6,0,0,0,1,1
2813,10,0,2,0,1,1,1
2814,8,10,2,4,0,1,1
2815,12,4,2,0,0,1,1
2816,10,0,0,2,1,1,0
2817,8,4,0,6,0,1,1
2818,6,4,2,0,1,1,0
2819,8,4,6,2,1,1,1
2820,10,0,2,0,0,0,1
2821,6,0,0,4,1,0,0
2822,10,6,0,2,1,0,1
2823,10,10,4,4,0,0,1
2824,12,4,4,4,0,1,1
2825,8,0,2,4,1,1,1
2826,10,2,2,2,0,1,1
2827,6,4,2,2,1,0,1
2828,12,8,2,2,1,1,1
2829,10,8,4,4,1,1,1
2830,6,6,0,0,1,0,1
2831,6,4,0,6,1,1,1
2832,2,4,0,2,1,1,1
2833,6,6,4,2,1,1,1
2834,6,2,2,4,0,1,1
2835,10,4,0,2,1,1,0
2836,10,0,6,2,1,1,1
2837,0,6,0,6,1,0,1
2838,6,4,0,2,1,0,1
2839,8,6,0,0,0,1,1
2840,12,0,4,2,1,1,1
2841,12,0,2,0,1,1,1
2842,10,4,0,4,1,1,1
2843,8,6,0,4,1,1,1
2844,10,2,0,2,1,1,1
2845,12,6,0,4,0,1,0
2846,10,0,4,0,0,1,1
2847,6,0,0,4,1,1,1
2848,12,4,2,4,1,1,1
2849,10,4,0,2,0,1,1
2850,4,4,4,4,1,1,1
2851,12,4,0,6,0,1,1
2852,10,2,0,0,0,1,1
2853,12,0,0,2,0,1,1
2854,12,4,0,2,0,1,1
2855,12,0,0,2,1,1,1
2856,12,4,2,2,1,1,0
2857,4,6,2,2,1,1,1
2858,12,6,0,4,1,1,1
2859,4,4,2,0,0,1,1
2860,12,2,0,2,1,1,1
2861,10,4,0,4,1,1,1
2862,10,6,4,2,1,1,1
2863,8,4,6,6,0,1,1
2864,10,12,6,0,1,1,1
2865,6,4,4,2,1,1,1
2866,8,4,2,2,1,1,1
2867,6,4,2,2,0,1,1
2868,12,4,0,2,1,0,1
2869,12,0,0,2,1,0,1
2870,6,0,4,2,1,1,0
2871,8,6,2,2,1,1,1
2872,12,6,4,6,1,1,1
2873,8,6,6,2,1,0,1
2874,8,6,0,0,1,1,1
2875,10,4,2,4,1,1,1
2876,4,12,4,4,1,0,1
2877,4,4,4,0,1,1,0
2878,6,4,6,2,0,1,1
2879,8,4,0,0,1,1,0
2880,12,4,0,2,0,1,1
2881,6,6,0,0,0,1,1
2882,12,4,4,2,1,0,1
2883,12,4,4,0,1,0,1
2884,8,4,4,0,0,1,1
2885,10,4,2,0,0,1,1
2886,10,6,4,0,1,1,1
2887,12,0,2,0,0,1,1
2888,12,10,2,4,1,1,1
2889,4,4,0,4,0,1,1
2890,0,6,0,0,1,1,1
2891,2,6,0,2,1,1,1
2892,12,2,2,2,0,1,0
2893,6,4,6,2,1,1,1
2894,8,6,4,2,1,1,1
2895,10,4,0,0,0,1,0
2896,6,6,6,2,1,1,1
2897,10,12,0,2,1,1,1
2898,10,4,4,0,1,1,1
2899,4,4,0,2,1,1,1
2900,10,10,4,2,0,1,1
2901,10,4,0,2,1,1,1
2902,8,6,0,2,1,1,1
2903,0,4,4,0,1,1,1
2904,8,2,0,6,1,1,1
2905,12,6,0,6,0,1,1
2906,12,6,6,4,0,1,1
2907,10,10,4,4,0,1,1
2908,0,2,4,0,1,1,1
2909,8,4,0,2,1,1,1
2910,10,6,0,2,0,1,1
2911,10,0,4,0,1,1,0
2912,6,6,2,0,1,1,1
2913,10,4,2,4,1,1,0
2914,0,6,4,0,1,1,1
2915,10,4,2,0,0,1,0
2916,2,4,0,0,0,1,1
2917,6,2,0,4,1,1,1
2918,10,4,0,0,1,0,0
2919,12,0,2,6,0,1,1
2920,0,4,2,6,1,1,1
2921,12,4,0,0,1,0,1
2922,12,2,0,2,1,1,1
2923,12,4,0,2,0,1,1
2924,10,6,0,0,1,1,1
2925,8,0,0,4,1,1,1
2926,10,4,0,4,1,1,1
2927,6,6,0,0,0,1,1
2928,12,6,4,4,0,1,1
2929,6,4,4,6,1,1,1
2930,10,4,0,4,1,1,1
2931,10,4,0,0,0,1,1
2932,4,4,4,0,1,1,0
2933,6,6,6,4,1,0,1
2934,0,4,0,6,1,1,1
2935,4,4,0,2,1,1,1
2936,4,2,2,2,0,1,1
2937,10,6,2,2,1,0,0
2938,4,0,0,4,0,0,1
2939,10,4,2,2,0,1,1
2940,12,4,2,0,0,0,1
2941,8,4,4,0,1,1,1
2942,8,4,6,0,0,1,1
2943,12,6,2,2,1,1,1
2944,10,0,0,0,1,1,1
2945,10,4,4,4,1,1,1
2946,12,4,2,6,0,1,1
2947,6,4,6,2,1,0,1
2948,8,2,2,0,0,0,1
2949,10,4,0,2,0,1,1
2950,12,2,2,2,1,0,1
2951,10,0,2,6,1,0,1
2952,2,4,4,6,1,1,1
2953,10,0,4,6,1,0,1
2954,12,6,4,4,1,1,1
2955,4,4,6,2,0,1,1
2956,6,2,6,0,1,1,1
2957,2,2,0,0,1,1,1
2958,10,4,2,6,0,1,1
2959,12,4,0,2,1,1,1
2960,8,2,0,0,1,1,1
2961,10,2,0,0,1,1,1
2962,10,2,6,0,0,1,1
2963,4,4,6,2,1,0,0
2964,10,4,2,2,0,1,1
2965,6,4,4,2,1,1,1
2966,6,4,2,4,1,1,1
2967,10,4,0,2,1,1,1
2968,8,0,2,2,1,0,1
2969,10,10,0,4,1,1,1
2970,4,4,0,4,1,0,1
2971,10,6,2,4,0,1,1
2972,10,4,4,2,0,0,1
2973,10,2,0,2,0,1,1
2974,10,6,0,4,1,1,1
2975,6,8,0,2,0,1,1
2976,6,6,0,4,1,1,1
2977,4,2,6,0,1,0,1
2978,6,8,0,2,0,1,1
2979,6,4,4,0,0,1,1
2980,10,4,2,4,1,1,0
2981,6,6,0,0,0,1,1
2982,2,0,4,2,0,0,1
2983,6,0,0,0,1,0,1
2984,0,0,0,2,1,1,1
2985,10,0,6,2,1,0,1
2986,4,4,0,2,1,1,1
2987,4,0,0,4,1,0,1
2988,2,0,0,2,1,1,1
2989,0,0,2,0,0,0,1
2990,0,6,0,6,1,1,1
2991,12,6,6,2,0,1,1
2992,10,6,0,2,1,1,1
2993,12,0,0,2,0,0,1
2994,0,2,4,2,0,1,1
2995,4,6,4,0,1,1,1
2996,10,0,4,2,1,1,1
2997,10,4,2,2,1,1,1
2998,2,8,0,6,0,1,1
2999,2,6,0,2,0,1,1
